feedback_id,feedback_text,question,question_num,annotator_1,annotator_2,annotator_3
f170_q1,I suggest the teacher shows us how they will code the said problem as inspiration since I know they are better at it than we are or just guide us on h...,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f170_q2,I can’t recall anything that helped me understand the subject.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f170_q3,Teaching the course like reading it as a story and when explaining it will go on different directions and not related to his/her course anymore,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f170_q4,Should've taught more and deeply about the course and topics involved. Could've have been more present for whenever student needs consultations.,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f171_q1,I would recommend change the instructor to improve this course,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f171_q2,I liked that I had time to self-study because the teaching wasn’t helpful.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f171_q3,If the code isn't working he'll make it as an activity,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f171_q4,"meet more, give more lectures and content we can work on","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f172_q1,"The subject is definitely great, yet it lacks clear explanation",What changes would you recommend to improve this course?,Q1,disappointment,disappointment,acceptance
f172_q2,"The instructor sometimes explained, but it was always rushed.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f172_q3,There are a couple of due date that is so short that we had a difficulty passing the activity,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f172_q4,Be serious on students.,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f173_q1,I think it's the instructor and not the course that needs improvement. He needs to attend his class regularly and teach properly.,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f173_q2,I only liked the fact that attendance was counted.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f173_q4,Tends to not give proper instructions and updates which affect our works,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f174_q1,Attend class,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f174_q2,None. The way lessons were delivered left me more confused.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f174_q3,Di namimigay mani si sir,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f174_q4,Sometimes gives unprofessional criticism,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f175_q1,attend class every  meeting,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f175_q2,"I didn’t like anything about the teaching style, it felt empty.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f175_q4,"Please stop your sarcasm and backhanded comments to students, your favoritism and making us feel like we don't have a brain. :))","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f176_q1,The learning materials given to us was mediocre at best. The teaching style of the instructor just made us more confuses than before and we barely abs...,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f176_q2,"Nothing stood out, everything felt repetitive and shallow.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f176_q4,"I'm really disappointed, I was really excited in learning the field of cyber security. but i learned nothing.","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f177_q1,"Tbh it's all good, it's just how he interact with his students. students should be always eager to see you, not  a student that wants you to not meet.",What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f177_q2,"The only thing I liked was the slides being available, but they weren’t explained.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f177_q3,nothing,What did you like least about your instructor's teaching?,Q3,acceptance,disappointment,acceptance
f177_q4,"i would've gotten something out of it if she was just as passionate as the other professors, placing other work on students just to get free time does...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f178_q1,Instructor meet us(students),What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f178_q2,"I liked that the class ended on time, that’s all.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f178_q3,nothing,What did you like least about your instructor's teaching?,Q3,acceptance,disappointment,acceptance
f178_q4,"The instructor is unprofessional most of the time. During our defenses, she would not even let our members speak/explain properly because she would al...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f179_q1,Just attend and teach well,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,acceptance
f179_q2,"Honestly, nothing to like—it was more stressful than helpful.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f179_q3,Hmm... I have no idea as well.,What did you like least about your instructor's teaching?,Q3,acceptance,disappointment,acceptance
f179_q4,"It would have been better if the instructor did not gatekeep information like documentation outline, announcements, project criteria, etc. It would he...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f180_q1,Stay consistent,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,acceptance
f180_q2,I can’t say I enjoyed any part of the teaching.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f180_q4,"I hope that if she requires students to create a system, she ensures that she teaches them well first.","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f181_q1,Teach the student themselves not relying only in reporting,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f181_q2,The teaching style made me feel like I was just memorizing words.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f181_q4,Just replace the professor with someone more knowledgeable in that course.,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f182_q1,Actually teaching,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f182_q2,"I liked that sometimes instructions were clear, but the lessons were not.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f182_q4,"this instructor doesnt have respect for her students and unreliable when it comes to consultations. rarely provides useful info in defenses, and focus...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f183_q1,Attend the class to keep up to the lesson,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f183_q2,The best thing I can say is that the instructor was physically present.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f183_q4,"Hoping that he would give consideration to the time of the students when giving a project and the lectures, the lectures  where too hard to understand...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f184_q1,Maybe attend the class and teach students even a little regarding the project?,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f184_q2,I didn’t see anything worth liking about the teaching approach.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f184_q3,Busy si sir but understandable.,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f184_q4,"Sir, please use your time fully. ","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f185_q1,I believe he should teach her students properly not just give instant projects without even teaching it,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f185_q2,"The slides were neat, but they didn’t really teach us.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f185_q3,"LAHAT NG ABSENCES, HINDI NAGTUTURO NANG MAAYOS",What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f185_q4,Meet us,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f186_q1,"Too much work, and also giving a task with short time for submission ",What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f186_q2,"I liked that the instructor read from the book, but it didn’t help much.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f186_q4,So unfair groupings,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f187_q1,"He should be teaching, its just that we are reporting ",What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f187_q2,I can’t think of a single good teaching moment.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f187_q3,none,What did you like least about your instructor's teaching?,Q3,acceptance,disappointment,disappointment
f187_q4,Explain further the lessons,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f188_q1,Attend to class more,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f188_q2,"The only thing I appreciated was that assignments were given, even if confusing.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f188_q3,I plead the fifth,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f188_q4,Should meet at lecture Schedule,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f189_q1,Reduce workload,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f189_q2,Nothing at all. It felt like we had no instructor.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f189_q3,Fast pacing of teaching,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f189_q4,More hands on work than just lectures .,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f190_q1,coverage of the exam should be the same as the lessons,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f190_q2,"The teaching style was too fast, I didn’t learn anything.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f190_q3,not meeting us,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f190_q4,didnt actually learn that much cause he likes to give out ready-made codes for us to just retype on our laptops. barely teach us also cause i dont kno...,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f191_q1,Schedule,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f191_q2,"I liked that there were exams, but they didn’t reflect actual learning.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f191_q3,Their way of explaining,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f191_q4,"The teacher did not teach everything about the subject due to inconsistent class attendance. But when we meet, the professor displays mastery of the s...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f192_q1,Don't really rely the topics in wadwhani,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f192_q2,None. The subject felt harder because of the lack of proper teaching.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f192_q3,"She couldn't attend the class multiple times, which led to me or us as a class doing self-studying",What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f192_q4,More hands on like coding or something.,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f193_q1,Improve the time frame of this subject.,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f193_q2,"Honestly, nothing impressed me with the teaching style.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f193_q3,What I find most challenging is when lessons are skipped entirely or not explained in depth. [PROFESSOR] just simply post the learning materials witho...,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f193_q4,More hands on,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f194_q1,Improve timeframe for lab.,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f194_q2,The best part was when I studied alone because I learned more that way.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f194_q3,"One  of my major concern is the lack of hands on teaching during lab hours. Tho it was mentioned that the LEC instructor is responsible for teaching, ...",What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f194_q4,"More discussions, and hands on practices coding and guided learning.","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f195_q1,Guide us personally,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f195_q2,Nothing—the lessons didn’t stick in my mind.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f195_q3,"There's nothing particular as well for this but I guess it's How she teaches? She only reads and doesn't give us advice on how to do it, I'm actually ...",What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f195_q4,"More hands on practices, real-life projects, guide students comprehensively in learning as some student are not used to self-study and would require t...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f196_q1,Synchronization of project with SE,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f196_q2,"I liked the idea of lectures, but they weren’t effective.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f196_q3,Fast explanation,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f196_q4,Attend more classes.,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f197_q1,Enhance the topic,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f197_q2,None. The classes just felt like plain reading.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f197_q3,"Just “showing” rather than “teaching”.

Talks way too fast which overloads students with information given that the time allotted for this course is 3...",What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f197_q4,"I'm hoping he could loosen up a bit when it comes to quizzes. They're unnecessary, even though I like the topic, but the answers to his questions ofte...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f198_q1,be more open to other sql technologies,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f198_q2,I can’t say anything positive about the teaching.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f198_q3,The way she teaches...its more like she just gives then leave it to us...,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f198_q4,"I feel like our final projects were overlooked or unnoticed. I understand he's a busy person, but I hope he can give more proper attention to his stud...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f199_q1,understand the modules,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f199_q2,The teaching left me lost most of the time.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f199_q3,"Rushing through the materials. Just because one student understand it, doesn't mean everyone did. A proper discussion with the lessons should be made ...",What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f199_q4,Just a comment—sayang we didn’t have enough time to cover more of the lessons the course has to offer,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f200_q1,Clearer discussions,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f200_q2,"I appreciated that deadlines were given, but no guidance was there.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f200_q3,the way she teaches...its like she just gives it to us then leave it to us...,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f200_q4,the activities are helpful but sometimes they feel a little too complex for what we covered. It would help if the teacher explained all the fundamenta...,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f201_q1,The way the professor teaches,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f201_q2,None. The explanations were unclear and rushed.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f201_q3,too much information and almost no time for students to have a time to let the informations sink in to our minds....,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f201_q4,Instructor should be able to meet the class most of the time. The instructor's frequent absences has gotten to the point that even other instructors a...,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f202_q1,Explore more topics,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f202_q2,"I liked the effort to use slides, but that’s about it.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f202_q3,"Sometimes she teaches a little bit fast due to lack of time, because sometimes we got stuck to a certain problem for too long.",What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f202_q4,"I would suggest incorporating GitHub into the curriculum at an earlier stage, as it is a very important tool in modern software development. Early exp...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f203_q1,"course itself is fine, just the delivery isnt optimal",What changes would you recommend to improve this course?,Q1,disappointment,disappointment,acceptance
f203_q2,Nothing. I didn’t feel guided in the lessons.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f203_q3,There could have at least 1 more meeting of class.,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f203_q4,(THE SAME ON THE ADVANCE DATABASE LECTURE) MARAMI PA RIN NAG CHECHEAT SA BOOKLET (MAY ANSWERS NA AGAD SA LIKOD NG BOOKLET GALING SA IBANG SECTIONS)),"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f204_q1,Need more class interaction,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f204_q2,I can’t think of a single thing that helped me.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f204_q3,some of the topic or lesson are not intimately providing informations —she's just reading the ppt and later on it will be part of the quiz!,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f204_q4,I hope someday he'll teach his students properly,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f205_q1,More examples when teaching and advice,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f205_q2,"Honestly, none. The teaching wasn’t engaging at all.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f205_q3,"He's always busy, Have no time for us🤧",What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f205_q4,A more respectful and encouraging environment would make a big difference for students taking the course. Since students are doing their best and the ...,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f206_q1,Be more clear and sensitive,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f206_q2,Nothing really stood out—it was disappointing overall.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f206_q3,Some parts of the power presentation(ppt) have a lot of pages that it makes it hard to understand in a single discussing.,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f206_q4,"The course was already tough, so clearer guidance and responsiveness would’ve helped a lot, especially when new deliverables were introduced close to ...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f207_q1,more lab time,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f207_q2,"I only liked that the instructor gave us time in class, but it wasn’t useful.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f207_q3,to much info,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f207_q4,I really hope for a major reform in this subject.,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f208_q1,"This Course heavily relies on materials in order to keep up in learning, like Computer/Laptops. It would be nice for all the needs of the students to ...",What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f208_q2,The teaching style was boring and unhelpful.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f208_q3,lack of or late proper announcement for exam pointers and quiz schedules,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f208_q4,"In some cases, there's no notice on the final grades if ever there is something that needs to be clarified or what.","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f209_q1,let's not force the quiz to continue or specially if there's only about 30 minutes or less that are left,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f209_q2,Nothing. The way topics were delivered wasn’t clear.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f209_q3,Fast teaching,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f209_q4,I hope that announcements will be announce much earlier because usually he arrives late but will announce it also late.,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f210_q1,To explain the topics in-depth,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f210_q2,"I didn’t like anything, the lectures weren’t understandable.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f210_q3,Sometimes the instructor is too fast when explaining,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f210_q4,Please early announcement if hindi magmeet🙏,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f211_q1,New updated computer,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f211_q2,The only thing I can mention is that the teacher was consistent in being absent.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f211_q3,He's teaching too fast probably due to the short class time.,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f211_q4,Early announcement 🙏,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f212_q1,do not set a goal if you cannot squeeze it into the lesson,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f212_q2,None. The lessons didn’t make sense to me.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f212_q3,Discussions can be slightly too fast at times.,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f212_q4,No self study for this course pls (like watch recorded videos or what) we should meet f2f always,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f213_q1,"It would be nice to know, where to use the lesson, what use it has for the course I am taking. I'm somewhat lost on where this will be used.",What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f213_q2,"Nothing, except that I had more free time due to lack of teaching.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f213_q3,Not much clarification on questions,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f213_q4,This summer class is bit draining since it's my first. and it's like it doesn't have rest even alternate schedule.,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f214_q1,do not overcrowd our brain,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f214_q2,"I liked that the slides were colorful, but they didn’t help me learn.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f214_q3,Teaching style,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f214_q4,Late announcements.,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f215_q1,more class time,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f215_q2,None. The teaching felt incomplete.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f215_q3,Short period of time for the activities,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f215_q4,Should change the handlers of the subject as this instructirs does absolutely nothibg to the students benefit,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f216_q1,more class time,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f216_q2,"Honestly, I can’t say I liked any part of it.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f216_q3,"Sometimes, we are afraid to ask po kasi baka mabara po huhu",What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f216_q4,Appear more in class,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f217_q1,good pc for lab activities,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f217_q2,The best part was that the class didn’t last too long.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f217_q3,Can be complex sometimes,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f217_q4," It would be very helpful if the professor could be more present, establish clear communication channels, provide timely and detailed instructions, an...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f218_q1,Show up more,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f218_q2,"Nothing, the teaching was ineffective.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f218_q3,He often and mostly do not attend our classes,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f218_q4,relies on the ppt,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f219_q1,more lesson materials,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f219_q2,None. The explanations left me even more confused.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f219_q3,surprise quiz,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f219_q4,more time,"Any further, constructive comment:",Q4,disappointment,disappointment,acceptance
f220_q1,"open-communication between the teacher and the students, and interactive discussions",What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f220_q2,"I liked that attendance was easy, but I didn’t learn anything.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f220_q3,Masyadong mabilis si sir magturo,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f220_q4,"Ahmm, not a big fan of the praying method. were we have to clap on time to avoid leading the prayer.","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f221_q1,incorporate group/individual activities,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f221_q2,"Nothing, I felt unsupported in class.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f221_q3,Soft spoken,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f221_q4,"i don't like the thumbs up as a way to pick a prayer leader, too spontaneous","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f222_q1,make his voice a bit louder,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f222_q2,None. The instructor didn’t explain lessons well.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f222_q3,time due to busy schedules,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f222_q4,More programming language,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f223_q1,Provide fast internet connection to the instructors,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f223_q2,"The teaching was too dependent on slides, nothing to like.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f223_q3,Little engagement with students,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f223_q4,Not teaching.,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f224_q1,be patient with the class,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f224_q2,I didn’t find anything worth liking.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f224_q3,Some profs solely rely on videos/textbooks,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f224_q4,"i also remember there was a time when he promised our group that he would send an example or some kind of reference to help us with our system, but he...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f225_q1,I would recommend that making the subject engaging and having proper guidance on core concepts would greatly improve the course.,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f225_q2,"Honestly, the only thing I liked was when there was no class.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f225_q3,Hastiness of passing (due date),What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f225_q4,"I really hope he doesnt do that again, the time when he got upset because half of the class didnt show up (thinking he wouldn’t come that day). As a r...","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f226_q1,I would recommend that the course should be able to provide students with a clear outline of objectives at the start and slowly get to it to avoid ove...,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f226_q2,"Nothing, since I didn’t understand the subject at all.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f226_q3,last minute quiz announcement,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f226_q4,"I hope he'll take on easy on his students, not Insult the students, discourage them and embarrass their students in front of the class","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f227_q1,Engage more in solving a variety of practice problems to solidify the concepts learned and make the subject more engaging as a whole.,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f227_q2,None. The way of teaching lacked depth.,What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f227_q3,The lack of number of classes,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f227_q4,"more group rating please, some groupings have unfair members","Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f228_q1,The course might be able to be more interactive and practical in providing knowledge to students while avoiding overwhelming/overloading students with...,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
f228_q2,"I liked that the instructor gave exams, but they weren’t aligned with the lessons.",What did you like best about your instructor's teaching?,Q2,disappointment,disappointment,disappointment
f228_q3,Can't hear his voice sometimes,What did you like least about your instructor's teaching?,Q3,disappointment,disappointment,disappointment
f228_q4,Should attend class more,"Any further, constructive comment:",Q4,disappointment,disappointment,disappointment
f229_q1,Keeping the course engaging by delving more into security.,What changes would you recommend to improve this course?,Q1,disappointment,disappointment,disappointment
