feedback_id,annotator_1,annotator_2,annotator_3
q1_f9,acceptance,acceptance,acceptance
q1_f90,acceptance,acceptance,acceptance
q1_f91,acceptance,acceptance,acceptance
q1_f92,acceptance,acceptance,acceptance
q1_f93,acceptance,acceptance,acceptance
q1_f94,acceptance,acceptance,acceptance
q1_f95,acceptance,acceptance,acceptance
q1_f96,acceptance,acceptance,acceptance
q1_f97,acceptance,acceptance,acceptance
q1_f98,acceptance,acceptance,acceptance
q1_f99,acceptance,acceptance,acceptance
q2_f1,acceptance,satisfaction,satisfaction
q2_f10,acceptance,acceptance,acceptance
q2_f100,acceptance,acceptance,acceptance
q2_f101,acceptance,acceptance,acceptance
q2_f102,acceptance,acceptance,acceptance
q2_f103,acceptance,acceptance,acceptance
q2_f104,acceptance,acceptance,acceptance
q2_f105,acceptance,acceptance,acceptance
q2_f106,acceptance,acceptance,acceptance
q2_f107,acceptance,acceptance,acceptance
q2_f108,acceptance,acceptance,acceptance
q2_f109,acceptance,acceptance,acceptance
q2_f11,acceptance,acceptance,satisfaction
q2_f110,acceptance,acceptance,acceptance
q2_f111,acceptance,acceptance,acceptance
q2_f112,acceptance,acceptance,acceptance
q2_f113,acceptance,acceptance,acceptance
q2_f114,acceptance,acceptance,acceptance
q2_f115,acceptance,acceptance,acceptance
q2_f116,acceptance,acceptance,acceptance
q2_f117,acceptance,acceptance,acceptance
q2_f118,acceptance,acceptance,acceptance
q2_f119,acceptance,acceptance,acceptance
q2_f12,acceptance,acceptance,acceptance
q2_f120,acceptance,acceptance,acceptance
q2_f121,acceptance,acceptance,acceptance
q2_f122,acceptance,acceptance,acceptance
q2_f123,acceptance,acceptance,acceptance
q2_f124,acceptance,acceptance,acceptance
q2_f125,acceptance,acceptance,acceptance
q2_f126,acceptance,acceptance,acceptance
q2_f127,acceptance,acceptance,acceptance
q2_f128,acceptance,acceptance,acceptance
q2_f129,acceptance,acceptance,acceptance
q2_f13,acceptance,acceptance,acceptance
q2_f130,acceptance,acceptance,acceptance
q2_f131,acceptance,acceptance,acceptance
q2_f132,acceptance,acceptance,acceptance
q2_f133,acceptance,acceptance,acceptance
q2_f134,acceptance,acceptance,acceptance
q2_f135,acceptance,acceptance,acceptance
q2_f136,acceptance,acceptance,acceptance
q2_f137,acceptance,acceptance,acceptance
q2_f138,acceptance,acceptance,acceptance
q2_f139,acceptance,acceptance,acceptance
q2_f14,acceptance,satisfaction,acceptance
q2_f140,acceptance,acceptance,acceptance
q2_f141,acceptance,acceptance,acceptance
q2_f142,acceptance,acceptance,acceptance
q2_f143,acceptance,acceptance,acceptance
q2_f144,disappointment,disappointment,disappointment
q2_f145,disappointment,disappointment,disappointment
q2_f146,disappointment,disappointment,disappointment
q2_f147,disappointment,disappointment,disappointment
q2_f148,disappointment,disappointment,disappointment
q2_f149,disappointment,disappointment,disappointment
q2_f15,acceptance,acceptance,acceptance
q2_f150,disappointment,disappointment,disappointment
q2_f151,disappointment,disappointment,disappointment
q2_f152,disappointment,disappointment,acceptance
q2_f153,disappointment,disappointment,disappointment
q2_f154,disappointment,disappointment,disappointment
q2_f155,disappointment,disappointment,disappointment
q2_f156,joy,disappointment,satisfaction
q2_f157,disappointment,disappointment,disappointment
q2_f158,disappointment,disappointment,disappointment
q2_f159,disappointment,disappointment,disappointment
q2_f16,acceptance,acceptance,acceptance
q2_f160,disappointment,disappointment,disappointment
q2_f161,disappointment,disappointment,disappointment
q2_f162,disappointment,disappointment,disappointment
q2_f163,disappointment,disappointment,disappointment
q2_f164,disappointment,disappointment,disappointment
q2_f165,disappointment,disappointment,disappointment
q2_f166,disappointment,disappointment,disappointment
q2_f167,disappointment,disappointment,disappointment
q2_f168,disappointment,disappointment,disappointment
q2_f169,disappointment,disappointment,disappointment
q2_f17,acceptance,acceptance,acceptance
q2_f170,disappointment,disappointment,disappointment
q2_f171,disappointment,disappointment,disappointment
q2_f172,disappointment,disappointment,disappointment
q2_f173,disappointment,disappointment,disappointment
q2_f174,disappointment,disappointment,disappointment
q2_f175,disappointment,disappointment,disappointment
q2_f176,disappointment,disappointment,disappointment
q2_f177,disappointment,disappointment,disappointment
q2_f178,disappointment,disappointment,disappointment
q2_f179,disappointment,disappointment,disappointment
q2_f18,acceptance,acceptance,acceptance
q2_f180,disappointment,disappointment,disappointment
q2_f181,disappointment,disappointment,disappointment
q2_f182,disappointment,disappointment,disappointment
q2_f183,disappointment,disappointment,disappointment
q2_f184,disappointment,disappointment,disappointment
q2_f185,disappointment,disappointment,disappointment
q2_f186,disappointment,disappointment,disappointment
q2_f187,disappointment,disappointment,disappointment
q2_f188,disappointment,disappointment,disappointment
q2_f189,disappointment,disappointment,disappointment
q2_f19,acceptance,satisfaction,acceptance
q2_f190,disappointment,disappointment,disappointment
q2_f191,disappointment,disappointment,disappointment
q2_f192,disappointment,disappointment,disappointment
q2_f193,disappointment,disappointment,disappointment
q2_f194,disappointment,disappointment,disappointment
q2_f195,disappointment,disappointment,disappointment
q2_f196,disappointment,disappointment,disappointment
q2_f197,disappointment,disappointment,disappointment
q2_f198,disappointment,disappointment,disappointment
q2_f199,disappointment,disappointment,disappointment
q2_f2,acceptance,satisfaction,acceptance
q2_f20,acceptance,acceptance,acceptance
q2_f200,disappointment,disappointment,disappointment
q2_f201,disappointment,disappointment,disappointment
q2_f202,disappointment,disappointment,disappointment
q2_f203,disappointment,disappointment,disappointment
q2_f204,disappointment,disappointment,disappointment
q2_f205,disappointment,disappointment,disappointment
q2_f206,disappointment,disappointment,disappointment
q2_f207,disappointment,disappointment,disappointment
q2_f208,disappointment,disappointment,disappointment
q2_f209,disappointment,disappointment,disappointment
q2_f21,acceptance,joy,acceptance
q2_f210,disappointment,disappointment,disappointment
q2_f211,disappointment,disappointment,disappointment
q2_f212,disappointment,disappointment,disappointment
q2_f213,disappointment,disappointment,disappointment
q2_f214,disappointment,disappointment,disappointment
q2_f215,disappointment,disappointment,disappointment
q2_f216,disappointment,disappointment,disappointment
q2_f217,disappointment,disappointment,disappointment
q2_f218,disappointment,disappointment,disappointment
q2_f219,disappointment,disappointment,disappointment
q2_f22,acceptance,acceptance,acceptance
q2_f220,disappointment,disappointment,disappointment
q2_f221,disappointment,disappointment,disappointment
q2_f222,disappointment,disappointment,disappointment
q2_f223,disappointment,disappointment,disappointment
q2_f224,disappointment,disappointment,disappointment
q2_f225,disappointment,disappointment,disappointment
q2_f226,disappointment,disappointment,disappointment
q2_f227,disappointment,disappointment,disappointment
q2_f228,disappointment,disappointment,disappointment
q2_f229,disappointment,disappointment,disappointment
q2_f23,acceptance,acceptance,acceptance
q2_f230,disappointment,disappointment,disappointment
q2_f231,disappointment,disappointment,disappointment
q2_f232,disappointment,disappointment,disappointment
q2_f233,disappointment,disappointment,disappointment
q2_f234,disappointment,disappointment,disappointment
q2_f235,disappointment,disappointment,disappointment
q2_f236,disappointment,disappointment,disappointment
q2_f237,disappointment,disappointment,disappointment
q2_f238,disappointment,disappointment,disappointment
q2_f239,disappointment,disappointment,disappointment
q2_f24,acceptance,acceptance,acceptance
q2_f240,disappointment,disappointment,disappointment
q2_f241,disappointment,disappointment,disappointment
q2_f242,disappointment,disappointment,disappointment
q2_f243,disappointment,disappointment,disappointment
q2_f244,disappointment,disappointment,disappointment
q2_f245,disappointment,disappointment,disappointment
q2_f246,disappointment,disappointment,disappointment
q2_f247,disappointment,disappointment,disappointment
q2_f248,disappointment,disappointment,disappointment
q2_f249,disappointment,disappointment,disappointment
q2_f25,acceptance,acceptance,acceptance
q2_f250,disappointment,disappointment,disappointment
q2_f251,disappointment,disappointment,disappointment
q2_f252,disappointment,disappointment,disappointment
q2_f253,disappointment,disappointment,disappointment
q2_f254,disappointment,disappointment,disappointment
q2_f255,disappointment,disappointment,disappointment
q2_f256,disappointment,disappointment,disappointment
q2_f257,disappointment,disappointment,disappointment
q2_f258,disappointment,disappointment,disappointment
q2_f259,disappointment,disappointment,disappointment
q2_f26,acceptance,acceptance,acceptance
q2_f260,disappointment,disappointment,disappointment
q2_f261,disappointment,disappointment,disappointment
q2_f262,disappointment,disappointment,disappointment
q2_f263,disappointment,disappointment,disappointment
q2_f264,disappointment,disappointment,disappointment
q2_f265,disappointment,disappointment,disappointment
q2_f266,disappointment,disappointment,disappointment
q2_f267,disappointment,disappointment,disappointment
q2_f268,disappointment,disappointment,disappointment
q2_f269,disappointment,disappointment,disappointment
q2_f27,acceptance,disappointment,acceptance
q2_f270,disappointment,disappointment,disappointment
q2_f271,disappointment,disappointment,disappointment
q2_f272,disappointment,disappointment,disappointment
q2_f273,disappointment,disappointment,disappointment
q2_f274,disappointment,disappointment,disappointment
q2_f275,disappointment,disappointment,disappointment
q2_f276,disappointment,disappointment,disappointment
q2_f277,disappointment,disappointment,disappointment
q2_f278,disappointment,disappointment,disappointment
q2_f279,disappointment,disappointment,disappointment
q2_f28,acceptance,acceptance,acceptance
q2_f280,disappointment,disappointment,disappointment
q2_f281,disappointment,disappointment,disappointment
q2_f282,disappointment,disappointment,disappointment
q2_f283,disappointment,disappointment,disappointment
q2_f284,disappointment,disappointment,disappointment
q2_f285,disappointment,disappointment,disappointment
q2_f286,disappointment,disappointment,disappointment
q2_f287,satisfaction,satisfaction,satisfaction
q2_f288,satisfaction,satisfaction,satisfaction
q2_f289,satisfaction,satisfaction,satisfaction
q2_f29,acceptance,acceptance,acceptance
q2_f290,satisfaction,satisfaction,satisfaction
q2_f291,satisfaction,satisfaction,satisfaction
q2_f292,satisfaction,satisfaction,satisfaction
q2_f293,satisfaction,satisfaction,satisfaction
q2_f294,satisfaction,satisfaction,satisfaction
q2_f295,satisfaction,satisfaction,satisfaction
q2_f296,satisfaction,satisfaction,satisfaction
q2_f297,satisfaction,satisfaction,satisfaction
q2_f298,satisfaction,satisfaction,satisfaction
q2_f299,satisfaction,satisfaction,satisfaction
q2_f3,acceptance,satisfaction,satisfaction
q2_f30,acceptance,acceptance,acceptance
q2_f300,satisfaction,satisfaction,satisfaction
q2_f301,satisfaction,satisfaction,satisfaction
q2_f302,satisfaction,satisfaction,satisfaction
q2_f303,satisfaction,satisfaction,satisfaction
q2_f304,satisfaction,satisfaction,satisfaction
q2_f305,satisfaction,satisfaction,satisfaction
q2_f306,satisfaction,satisfaction,satisfaction
q2_f307,acceptance,satisfaction,satisfaction
q2_f308,satisfaction,satisfaction,satisfaction
q2_f309,satisfaction,satisfaction,satisfaction
q2_f31,acceptance,acceptance,acceptance
q2_f310,satisfaction,satisfaction,satisfaction
q2_f311,satisfaction,satisfaction,satisfaction
q2_f312,satisfaction,satisfaction,satisfaction
q2_f313,satisfaction,satisfaction,satisfaction
q2_f314,satisfaction,satisfaction,satisfaction
q2_f315,satisfaction,satisfaction,satisfaction
q2_f316,satisfaction,satisfaction,satisfaction
q2_f317,satisfaction,satisfaction,satisfaction
q2_f318,satisfaction,satisfaction,satisfaction
q2_f319,satisfaction,satisfaction,satisfaction
q2_f32,acceptance,acceptance,acceptance
q2_f320,satisfaction,satisfaction,satisfaction
q2_f321,satisfaction,satisfaction,satisfaction
q2_f322,satisfaction,satisfaction,satisfaction
q2_f323,satisfaction,satisfaction,satisfaction
q2_f324,satisfaction,satisfaction,satisfaction
q2_f325,satisfaction,satisfaction,satisfaction
q2_f326,satisfaction,satisfaction,satisfaction
q2_f327,satisfaction,satisfaction,satisfaction
q2_f328,satisfaction,satisfaction,satisfaction
q2_f329,satisfaction,satisfaction,satisfaction
q2_f33,acceptance,acceptance,acceptance
q2_f330,satisfaction,satisfaction,satisfaction
q2_f331,satisfaction,satisfaction,satisfaction
q2_f332,satisfaction,satisfaction,satisfaction
q2_f333,satisfaction,satisfaction,satisfaction
q2_f334,satisfaction,satisfaction,satisfaction
q2_f335,satisfaction,satisfaction,satisfaction
q2_f336,satisfaction,satisfaction,satisfaction
q2_f337,satisfaction,satisfaction,satisfaction
q2_f338,satisfaction,satisfaction,satisfaction
q2_f339,satisfaction,satisfaction,satisfaction
q2_f34,acceptance,acceptance,acceptance
q2_f340,satisfaction,satisfaction,satisfaction
q2_f341,satisfaction,satisfaction,satisfaction
q2_f342,satisfaction,satisfaction,satisfaction
q2_f343,satisfaction,satisfaction,satisfaction
q2_f344,satisfaction,satisfaction,satisfaction
q2_f345,satisfaction,satisfaction,satisfaction
q2_f346,satisfaction,satisfaction,satisfaction
q2_f347,satisfaction,satisfaction,satisfaction
q2_f348,satisfaction,satisfaction,satisfaction
q2_f349,acceptance,satisfaction,disappointment
q2_f35,acceptance,acceptance,acceptance
q2_f350,satisfaction,satisfaction,satisfaction
q2_f351,satisfaction,satisfaction,satisfaction
q2_f352,satisfaction,satisfaction,satisfaction
q2_f353,satisfaction,satisfaction,satisfaction
q2_f354,satisfaction,satisfaction,satisfaction
q2_f355,satisfaction,satisfaction,satisfaction
q2_f356,satisfaction,satisfaction,satisfaction
q2_f357,satisfaction,satisfaction,satisfaction
q2_f358,satisfaction,satisfaction,satisfaction
q2_f359,satisfaction,satisfaction,satisfaction
q2_f36,acceptance,acceptance,acceptance
q2_f360,satisfaction,satisfaction,satisfaction
q2_f361,satisfaction,satisfaction,satisfaction
q2_f362,satisfaction,satisfaction,satisfaction
q2_f363,satisfaction,satisfaction,satisfaction
q2_f364,satisfaction,satisfaction,satisfaction
q2_f365,satisfaction,satisfaction,satisfaction
q2_f366,satisfaction,satisfaction,satisfaction
q2_f367,satisfaction,satisfaction,satisfaction
q2_f368,satisfaction,satisfaction,satisfaction
q2_f369,satisfaction,satisfaction,satisfaction
q2_f37,acceptance,acceptance,acceptance
q2_f370,satisfaction,satisfaction,satisfaction
q2_f371,satisfaction,satisfaction,satisfaction
q2_f372,satisfaction,satisfaction,satisfaction
q2_f373,satisfaction,satisfaction,satisfaction
q2_f374,satisfaction,satisfaction,satisfaction
q2_f375,satisfaction,satisfaction,satisfaction
q2_f376,satisfaction,satisfaction,satisfaction
q2_f377,satisfaction,satisfaction,satisfaction
q2_f378,satisfaction,satisfaction,satisfaction
q2_f379,satisfaction,satisfaction,satisfaction
q2_f38,acceptance,acceptance,acceptance
q2_f380,satisfaction,satisfaction,satisfaction
q2_f381,satisfaction,satisfaction,satisfaction
q2_f382,satisfaction,satisfaction,satisfaction
q2_f383,satisfaction,satisfaction,satisfaction
q2_f384,satisfaction,satisfaction,satisfaction
q2_f385,satisfaction,satisfaction,satisfaction
q2_f386,satisfaction,satisfaction,satisfaction
q2_f387,satisfaction,satisfaction,satisfaction
q2_f388,satisfaction,satisfaction,satisfaction
q2_f389,satisfaction,satisfaction,satisfaction
q2_f39,acceptance,acceptance,acceptance
q2_f390,satisfaction,satisfaction,satisfaction
q2_f391,satisfaction,satisfaction,satisfaction
q2_f392,satisfaction,satisfaction,satisfaction
q2_f393,satisfaction,satisfaction,satisfaction
q2_f394,satisfaction,satisfaction,satisfaction
q2_f395,satisfaction,satisfaction,satisfaction
q2_f396,satisfaction,satisfaction,satisfaction
q2_f397,satisfaction,satisfaction,satisfaction
q2_f398,satisfaction,satisfaction,satisfaction
q2_f399,satisfaction,satisfaction,satisfaction
q2_f4,acceptance,satisfaction,acceptance
q2_f40,acceptance,acceptance,acceptance
q2_f400,satisfaction,satisfaction,satisfaction
q2_f401,satisfaction,satisfaction,satisfaction
q2_f402,satisfaction,satisfaction,satisfaction
q2_f403,satisfaction,satisfaction,satisfaction
q2_f404,satisfaction,satisfaction,satisfaction
q2_f405,satisfaction,satisfaction,satisfaction
q2_f406,satisfaction,satisfaction,satisfaction
q2_f407,satisfaction,satisfaction,satisfaction
q2_f408,satisfaction,satisfaction,satisfaction
q2_f409,satisfaction,satisfaction,satisfaction
q2_f41,acceptance,acceptance,acceptance
q2_f410,satisfaction,satisfaction,satisfaction
q2_f411,satisfaction,satisfaction,satisfaction
q2_f412,satisfaction,satisfaction,satisfaction
q2_f413,satisfaction,satisfaction,satisfaction
q2_f414,satisfaction,satisfaction,satisfaction
q2_f415,satisfaction,satisfaction,satisfaction
q2_f416,satisfaction,satisfaction,satisfaction
q2_f417,satisfaction,satisfaction,satisfaction
q2_f418,satisfaction,satisfaction,satisfaction
q2_f419,satisfaction,satisfaction,satisfaction
q2_f42,acceptance,joy,acceptance
q2_f420,satisfaction,satisfaction,satisfaction
q2_f421,satisfaction,satisfaction,satisfaction
q2_f422,satisfaction,satisfaction,satisfaction
q2_f423,satisfaction,satisfaction,satisfaction
q2_f424,satisfaction,satisfaction,satisfaction
q2_f425,satisfaction,satisfaction,satisfaction
q2_f426,satisfaction,satisfaction,satisfaction
q2_f427,satisfaction,satisfaction,satisfaction
q2_f428,satisfaction,satisfaction,satisfaction
q2_f429,satisfaction,satisfaction,satisfaction
q2_f43,acceptance,acceptance,acceptance
q2_f430,boredom,boredom,disappointment
q2_f431,boredom,boredom,boredom
q2_f432,boredom,boredom,boredom
q2_f433,boredom,boredom,boredom
q2_f434,boredom,boredom,boredom
q2_f435,boredom,boredom,boredom
q2_f436,boredom,boredom,boredom
q2_f437,boredom,boredom,boredom
q2_f438,boredom,boredom,boredom
q2_f439,boredom,boredom,boredom
q2_f44,acceptance,acceptance,acceptance
q2_f440,boredom,boredom,boredom
q2_f441,boredom,boredom,boredom
q2_f442,boredom,boredom,boredom
q2_f443,boredom,boredom,boredom
q2_f444,boredom,boredom,boredom
q2_f445,boredom,boredom,boredom
q2_f446,boredom,boredom,boredom
q2_f447,boredom,boredom,boredom
q2_f448,boredom,boredom,boredom
q2_f449,boredom,boredom,boredom
q2_f45,acceptance,satisfaction,acceptance
q2_f450,boredom,boredom,boredom
q2_f451,boredom,boredom,boredom
q2_f452,boredom,boredom,boredom
q2_f453,boredom,boredom,boredom
q2_f454,boredom,boredom,boredom
q2_f455,boredom,boredom,boredom
q2_f456,boredom,boredom,boredom
q2_f457,boredom,boredom,boredom
q2_f458,boredom,boredom,boredom
q2_f459,boredom,boredom,boredom
q2_f46,acceptance,acceptance,acceptance
q2_f460,boredom,boredom,boredom
q2_f461,boredom,boredom,boredom
q2_f462,boredom,boredom,boredom
q2_f463,boredom,boredom,boredom
q2_f464,boredom,boredom,boredom
q2_f465,boredom,boredom,boredom
q2_f466,boredom,boredom,boredom
q2_f467,boredom,boredom,boredom
q2_f468,boredom,boredom,boredom
q2_f469,boredom,boredom,boredom
q2_f47,acceptance,acceptance,acceptance
q2_f470,boredom,boredom,boredom
q2_f471,boredom,boredom,boredom
q2_f472,boredom,boredom,boredom
q2_f473,boredom,boredom,boredom
q2_f474,boredom,boredom,boredom
q2_f475,boredom,boredom,boredom
q2_f476,boredom,boredom,boredom
q2_f477,boredom,boredom,boredom
q2_f478,boredom,boredom,boredom
q2_f479,boredom,boredom,boredom
q2_f48,acceptance,acceptance,acceptance
q2_f480,boredom,boredom,boredom
q2_f481,boredom,boredom,boredom
q2_f482,boredom,boredom,boredom
q2_f483,boredom,boredom,boredom
q2_f484,boredom,boredom,boredom
q2_f485,boredom,boredom,boredom
q2_f486,boredom,boredom,boredom
q2_f487,boredom,boredom,boredom
q2_f488,boredom,boredom,boredom
q2_f489,boredom,boredom,boredom
q2_f49,acceptance,acceptance,acceptance
q2_f490,boredom,boredom,boredom
q2_f491,boredom,boredom,boredom
q2_f492,boredom,boredom,boredom
q2_f493,boredom,boredom,boredom
q2_f494,boredom,boredom,boredom
q2_f495,boredom,boredom,boredom
q2_f496,boredom,boredom,boredom
q2_f497,boredom,boredom,boredom
q2_f498,boredom,boredom,boredom
q2_f499,boredom,boredom,boredom
q2_f5,acceptance,satisfaction,acceptance
q2_f50,acceptance,joy,acceptance
q2_f500,boredom,boredom,boredom
q2_f501,boredom,boredom,boredom
q2_f502,boredom,boredom,boredom
q2_f503,boredom,boredom,boredom
q2_f504,boredom,boredom,boredom
q2_f505,boredom,boredom,boredom
q2_f506,boredom,boredom,boredom
q2_f507,boredom,boredom,boredom
q2_f508,boredom,boredom,boredom
q2_f509,boredom,boredom,boredom
q2_f51,acceptance,acceptance,acceptance
q2_f510,boredom,boredom,boredom
q2_f511,boredom,boredom,boredom
q2_f512,boredom,boredom,boredom
q2_f513,boredom,boredom,boredom
q2_f514,boredom,boredom,boredom
q2_f515,boredom,boredom,boredom
q2_f516,boredom,boredom,boredom
q2_f517,boredom,boredom,boredom
q2_f518,boredom,boredom,boredom
q2_f519,boredom,boredom,boredom
q2_f52,acceptance,acceptance,acceptance
q2_f520,boredom,boredom,boredom
q2_f521,boredom,boredom,boredom
q2_f522,boredom,boredom,boredom
q2_f523,boredom,boredom,boredom
q2_f524,boredom,boredom,boredom
q2_f525,boredom,boredom,boredom
q2_f526,boredom,boredom,boredom
q2_f527,boredom,boredom,boredom
q2_f528,boredom,boredom,boredom
q2_f529,boredom,boredom,boredom
q2_f53,acceptance,acceptance,acceptance
q2_f530,boredom,boredom,boredom
q2_f531,boredom,boredom,boredom
q2_f532,boredom,boredom,boredom
q2_f533,boredom,boredom,boredom
q2_f534,boredom,boredom,boredom
q2_f535,boredom,boredom,boredom
q2_f536,boredom,boredom,boredom
q2_f537,boredom,boredom,boredom
q2_f538,boredom,boredom,boredom
q2_f539,boredom,boredom,boredom
q2_f54,acceptance,disappointment,acceptance
q2_f540,boredom,boredom,boredom
q2_f541,boredom,boredom,boredom
q2_f542,boredom,boredom,boredom
q2_f543,boredom,boredom,boredom
q2_f544,boredom,boredom,boredom
q2_f545,boredom,boredom,boredom
q2_f546,boredom,boredom,boredom
q2_f547,boredom,boredom,boredom
q2_f548,boredom,boredom,boredom
q2_f549,boredom,boredom,boredom
q2_f55,acceptance,irrelevant,acceptance
q2_f550,boredom,boredom,boredom
q2_f551,boredom,boredom,boredom
q2_f552,boredom,boredom,boredom
q2_f553,boredom,boredom,boredom
q2_f554,boredom,boredom,boredom
q2_f555,boredom,boredom,boredom
q2_f556,boredom,boredom,boredom
q2_f557,boredom,boredom,boredom
q2_f558,boredom,boredom,boredom
q2_f559,boredom,boredom,boredom
q2_f56,acceptance,irrelevant,disappointment
q2_f560,boredom,boredom,boredom
q2_f561,boredom,boredom,boredom
q2_f562,boredom,boredom,boredom
q2_f563,boredom,boredom,boredom
q2_f564,boredom,boredom,boredom
q2_f565,boredom,boredom,boredom
q2_f566,boredom,boredom,boredom
q2_f567,boredom,boredom,boredom
q2_f568,boredom,boredom,boredom
q2_f569,boredom,boredom,boredom
q2_f57,acceptance,acceptance,acceptance
q2_f570,boredom,boredom,boredom
q2_f571,boredom,boredom,boredom
q2_f572,boredom,boredom,boredom
q2_f573,joy,joy,joy
q2_f574,joy,joy,joy
q2_f575,joy,joy,joy
q2_f576,joy,joy,joy
q2_f577,joy,joy,joy
q2_f578,joy,joy,joy
q2_f579,joy,joy,joy
q2_f58,acceptance,acceptance,acceptance
q2_f580,joy,joy,joy
q2_f581,joy,joy,joy
q2_f582,joy,joy,joy
q2_f583,joy,joy,joy
q2_f584,joy,joy,joy
q2_f585,joy,joy,joy
q2_f586,joy,joy,joy
q2_f587,joy,joy,joy
q2_f588,joy,joy,joy
q2_f589,joy,joy,joy
q2_f59,acceptance,acceptance,acceptance
q2_f590,joy,joy,joy
q2_f591,joy,joy,joy
q2_f592,joy,joy,acceptance
q2_f593,joy,joy,joy
q2_f594,joy,joy,joy
q2_f595,joy,joy,joy
q2_f596,joy,joy,joy
q2_f597,joy,joy,joy
q2_f598,joy,joy,joy
q2_f599,joy,joy,joy
q2_f6,acceptance,acceptance,acceptance
q2_f60,acceptance,acceptance,acceptance
q2_f600,joy,joy,joy
q2_f601,joy,joy,joy
q2_f602,joy,joy,joy
q2_f603,joy,joy,joy
q2_f604,joy,joy,joy
q2_f605,joy,joy,joy
q2_f606,joy,joy,joy
q2_f607,joy,joy,joy
q2_f608,joy,joy,joy
q2_f609,joy,joy,joy
q2_f61,acceptance,acceptance,acceptance
q2_f610,joy,joy,joy
q2_f611,joy,joy,joy
q2_f612,joy,joy,joy
q2_f613,joy,joy,joy
q2_f614,joy,joy,joy
q2_f615,joy,joy,joy
q2_f616,joy,joy,joy
q2_f617,joy,joy,joy
q2_f618,joy,joy,joy
q2_f619,joy,joy,joy
q2_f62,acceptance,acceptance,acceptance
q2_f620,joy,joy,joy
q2_f621,joy,joy,joy
q2_f622,joy,joy,joy
q2_f623,joy,joy,joy
q2_f624,joy,joy,joy
q2_f625,joy,joy,joy
q2_f626,joy,joy,joy
q2_f627,joy,joy,joy
q2_f628,joy,joy,joy
q2_f629,joy,joy,joy
q2_f63,acceptance,acceptance,acceptance
q2_f630,acceptance,joy,disappointment
q2_f631,acceptance,joy,joy
q2_f632,joy,joy,joy
q2_f633,joy,joy,joy
q2_f634,joy,joy,joy
q2_f635,joy,joy,joy
q2_f636,joy,joy,joy
q2_f637,joy,joy,joy
q2_f638,joy,joy,joy
q2_f639,joy,joy,joy
q2_f64,acceptance,acceptance,acceptance
q2_f640,joy,joy,joy
q2_f641,joy,joy,joy
q2_f642,joy,joy,joy
q2_f643,joy,joy,joy
q2_f644,joy,joy,joy
q2_f645,joy,joy,joy
q2_f646,joy,joy,joy
q2_f647,joy,joy,joy
q2_f648,joy,joy,joy
q2_f649,joy,joy,joy
q2_f65,acceptance,acceptance,acceptance
q2_f650,joy,joy,acceptance
q2_f651,joy,joy,joy
q2_f652,joy,joy,joy
q2_f653,joy,joy,joy
q2_f654,joy,joy,joy
q2_f655,joy,joy,joy
q2_f656,joy,joy,joy
q2_f657,joy,joy,joy
q2_f658,joy,joy,joy
q2_f659,joy,joy,joy
q2_f66,acceptance,acceptance,acceptance
q2_f660,joy,joy,joy
q2_f661,joy,joy,joy
q2_f662,joy,joy,joy
q2_f663,joy,joy,joy
q2_f664,joy,joy,joy
q2_f665,joy,joy,joy
q2_f666,joy,joy,joy
q2_f667,joy,joy,joy
q2_f668,joy,joy,joy
q2_f669,joy,joy,joy
q2_f67,acceptance,acceptance,acceptance
q2_f670,joy,joy,joy
q2_f671,joy,joy,joy
q2_f672,joy,joy,joy
q2_f673,joy,joy,joy
q2_f674,joy,joy,joy
q2_f675,joy,joy,joy
q2_f676,joy,joy,joy
q2_f677,joy,joy,joy
q2_f678,joy,joy,joy
q2_f679,joy,joy,joy
q2_f68,acceptance,acceptance,acceptance
q2_f680,joy,joy,joy
q2_f681,joy,joy,joy
q2_f682,joy,joy,joy
q2_f683,joy,joy,joy
q2_f684,joy,joy,joy
q2_f685,joy,joy,joy
q2_f686,joy,joy,joy
q2_f687,joy,joy,joy
q2_f688,joy,joy,joy
q2_f689,joy,joy,joy
q2_f69,acceptance,acceptance,acceptance
q2_f690,joy,joy,joy
q2_f691,joy,joy,joy
q2_f692,joy,joy,joy
q2_f693,joy,joy,joy
q2_f694,joy,joy,joy
q2_f695,joy,joy,joy
q2_f696,joy,joy,joy
q2_f697,joy,joy,joy
q2_f698,joy,joy,joy
q2_f699,joy,joy,joy
q2_f7,acceptance,acceptance,acceptance
q2_f70,acceptance,acceptance,acceptance
q2_f700,joy,joy,joy
q2_f701,joy,joy,joy
q2_f702,joy,joy,joy
q2_f703,joy,joy,joy
q2_f704,joy,joy,joy
q2_f705,joy,joy,joy
q2_f706,joy,joy,joy
q2_f707,joy,joy,joy
q2_f708,joy,joy,joy
q2_f709,joy,joy,joy
q2_f71,acceptance,acceptance,acceptance
q2_f710,joy,joy,joy
q2_f711,joy,joy,joy
q2_f712,joy,joy,joy
q2_f713,joy,joy,joy
q2_f714,joy,joy,joy
q2_f715,joy,joy,joy
q2_f72,acceptance,acceptance,acceptance
q2_f73,acceptance,acceptance,acceptance
q2_f74,acceptance,acceptance,acceptance
q2_f75,acceptance,acceptance,acceptance
q2_f76,acceptance,acceptance,acceptance
q2_f77,acceptance,acceptance,acceptance
q2_f78,acceptance,acceptance,acceptance
q2_f79,acceptance,acceptance,acceptance
q2_f8,acceptance,acceptance,acceptance
