feedback_id,feedback,question,label,label_id,annotator_1,annotator_2,annotator_3
f105_q1,"quality engagement, especially with students",what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f105_q2,calm,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f105_q3,"requirements felt demanding, but they improved my skills.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f105_q4,"i know there were absences due to commitments, and i still appreciate the lessons shared.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f106_q1,more explanation,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f106_q2,chill,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f106_q3,"technical glitches happened, but the lessons continued.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f106_q4,"i accept the teaching approach, though i think the subject can be made livelier.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f107_q1,the visual aids,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f107_q2,chill,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f107_q3,"too much focus on details sometimes, but it ensured accuracy.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f107_q4,"i see that the professor is very knowledgeable, but sometimes it’s hard to keep up with the flow.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f108_q1,more in-depth topics because the topics in the course were too surface level and quite frankly almost everyone knew about it.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f108_q2,online,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f108_q3,"the schedule was tight, but it built discipline.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f108_q4,"i know the instructor wants us to think critically, but additional guidance would help us get there.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f109_q1,better quality of teaching and improve the voice,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f109_q2,soft spoken,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f109_q3,"short notices were given occasionally, but i adapted.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f109_q4,"i accept that not all topics can be explained thoroughly, though i hope the key ones are.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f110_q1,a more in depth discussions,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f110_q2,being generous towards project evaluation,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f110_q3,"recitations were difficult, but they kept me engaged.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f110_q4,"i know the subject is difficult, but the professor made it manageable despite the pressure.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f111_q1,engagement of student in the class.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f111_q2,uses ppt is okay,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f111_q3,"the workload was heavy, but worth it.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f111_q4,i respect the approach even though sometimes it felt overwhelming to follow.,"any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f112_q1,more lessons and demonstrations,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f112_q2,consistent shifting of topics,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f112_q3,"some discussions dragged, but i still learned.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f112_q4,"i accept that different students learn at different speeds, and the professor tried to manage that.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f113_q1,the learning materials,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f113_q2,very lenient,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f113_q3,"some lessons felt repetitive, but it reinforced learning.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f113_q4,"i appreciate that the teacher is approachable, even if feedback is sometimes brief.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f114_q1,more demonstration of the lessons,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f114_q2,learning materials,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f114_q3,"grading was strict, but fair.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f114_q4,"i know the professor has expertise, though sometimes it felt like we couldn’t catch up.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f115_q1,engagements of students in class.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f115_q2,fast paced lessons,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f115_q3,"instructions were vague at times, but i figured it out.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f115_q4,"i accept that coding is tough, but more practice opportunities would be helpful.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f116_q1,improve her teaching techniques,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f116_q2,personality,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f116_q3,"the voice was soft, but i listened closely.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f116_q4,"i understand the lecture style, though adding discussions could make it more engaging.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f117_q1,they should let the student choose their own group.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f117_q2,personality,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f117_q3,"discussions went off-topic sometimes, but the stories were inspiring.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f117_q4,"i respect the balance of professionalism and teaching, though some flexibility could help.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f118_q1,the professor needs to up their voice more and be clearly heard,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f118_q2,personality,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f118_q3,"assignments were long, but useful practice.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f118_q4,"i know teaching isn’t easy, and i appreciate the clarity of the explanations we got.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f119_q1,the quality of teaching,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f119_q2,personality,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f119_q3,"classes were demanding, but i grew from them.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f119_q4,"i accept that exams are challenging, though more practice before them would help.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f120_q1,make the lesson have more hours so lessons can be easily capture the lessons effectively,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f120_q2,persistent,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f120_q3,"it was hard to approach the professor sometimes, but always helpful when i did.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f120_q4,"i understand the effort behind detailed slides, though sometimes they’re overwhelming.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f121_q1,longer time frame.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f121_q2,the patience when it comes to giving help in terms of the things we do not understand.,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f121_q3,"some topics were rushed, but i reviewed afterward.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f121_q4,"i appreciate the intent behind fast pacing, though not everyone can keep up.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f122_q1,more diverse approach to other algorithms,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f122_q2,patience,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f122_q3,"the class was scolded sometimes, but it taught us discipline.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f122_q4,"i accept that the instructor is very strict, but it also taught us discipline.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f123_q1,"basics first, more resources",what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f123_q2,keeping an eye for us for safety purposes,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f123_q3,"examples were tricky, but reviewing solved it.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f123_q4,"i know the lessons were compressed, but i still managed to learn something valuable.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f124_q1,the course is good scratch sample start up to be as guide will surely enhance students understanding in setting foundation of the business,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f124_q2,keeping us in check on our actions,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f124_q3,"there were many readings, but they were informative.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f124_q4,"i accept that some teaching gaps exist, though i appreciate the effort to catch up.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f125_q1,more hands on coding,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f125_q2,about the projects,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f125_q3,"some explanations were too quick, but classmates helped.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f125_q4,"i understand the methods used, though they can be improved for better engagement.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f126_q1,please help the students more to fully understand this course and help them to prepare mentally/emotionally what comes next,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f126_q2,difficult task,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f126_q3,"activities were intense, but meaningful.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f126_q4,"i know the teaching style is straightforward, but i’d like to see more creativity in delivery.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f127_q1,make more the teaching livelier and more on group activities to know how to communicate with each other,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f127_q2,the task he gives,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f127_q3,"the class was too quiet sometimes, but it made me pay more attention.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f127_q4,"i accept that not all classes will be fun, though this one was still informative.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f128_q1,discussions in class,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f128_q2,making us to create an advanced java system using the fundamentals of oop,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f128_q3,"requirements piled up, but i finished them.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f128_q4,"i know the instructor gave us independence, though a bit more checking in would help.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f129_q1,more examples for lessons.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f129_q2,she is strict when it comes to midterm/final exam,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f129_q3,"handwriting on the board was small, but i adjusted.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f129_q4,"i appreciate the way topics were covered, even if some felt too advanced.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f130_q1,more lab activities,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f130_q2,not giving too much quiz,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f130_q3,"some discussions were abstract, but they made sense later.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f130_q4,"i accept the traditional style, though mixing in new methods could make learning smoother.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f131_q1,teach us more skills for improvement and better coping of lessons.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f131_q2,complex activities,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f131_q3,"deadlines were strict, but they built responsibility.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f131_q4,"i understand the professor’s priorities, though i hope to see more interaction next time.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f132_q1,more on hands on activity,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f132_q2,not giving too much quiz,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f132_q3,"some lessons moved on too fast, but notes helped.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f132_q4,"i know the pace was fast, but i also accept that it prepared us for real workloads.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f133_q1,more variety,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f133_q2,confirmation of information,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f133_q3,"there was too much memorization, but it trained me well.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f133_q4,"i appreciate the instructor’s patience, even if lessons sometimes felt heavy.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f134_q1,explain practical application,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f134_q2,exercise intensity,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f134_q3,"activities were repetitive, but they gave good practice.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f134_q4,"i accept that there were limits in teaching time, but i value the effort given.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f135_q1,"more laboratory time than lec, because we learn more in doing than reading",what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f135_q2,group activities,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f135_q3,"the tone felt intimidating sometimes, but it motivated me.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f135_q4,"i understand that coding takes practice, though a bit more guidance would help.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f136_q1,i would recommend more lab time.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f136_q2,gives a lot of examples,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f136_q3,"the workload was tough, but i came out stronger.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f136_q4,"i accept that slides are necessary, but sometimes real examples would be more effective.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f137_q1,the instructor must speak louder and clearer.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f137_q2,provides learning source,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f137_q3,"some questions were tricky, but they made me think.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f137_q4,"i know the teacher was trying to maximize time, though it sometimes felt too compressed.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f138_q1,more interaction with the students,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f138_q2,gives course sources that helped us learn more,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f138_q3,"sessions were long, but productive.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f138_q4,"i respect the way knowledge was shared, though the pacing could be improved.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f139_q1,better way of teaching,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f139_q2,giving examples for those things that we didn’t understand,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f139_q3,"the approach was very serious, but i learned a lot.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f139_q4,"i accept the style of giving many readings, though i hope for more breakdowns next time.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f140_q1,more materials for learning,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f140_q2,give course sources that helped us learn and understand more,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f140_q3,"rules were strict, but they made me disciplined.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f140_q4,"i know the professor has other responsibilities, and i still appreciate the effort put in.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f141_q1,"i believe it would be better if the teaching pace were slower, without skipping through concepts too quickly.",what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f141_q2,speed,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f141_q3,"some lessons were complex, but they were clarified well.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f141_q4,"i accept that every instructor has their own style, and i still learned valuable lessons.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f142_q1,better ways of teaching,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f142_q2,gives learning materials that helped us understand the lessons,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f142_q3,"activities took a lot of time, but they were valuable.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f142_q4,"i understand that discipline is part of the method, though a balance with flexibility would help.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f143_q1,better teaching quality,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f143_q2,gives learning materials that help us study,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f143_q3,"responses online were sometimes delayed, but eventually always given.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f143_q4,"i accept that learning takes effort on both sides, and i’m grateful for what was taught.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f144_q1,cannot specify the fields to improve in this course since for the whole semester we only meet for like 3 to 5 times.,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f144_q2,"he explains topic well and responds to questions that are being asked. i also kind of like that he uses literal word for word from modules to exam, bu...",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f144_q3,"less activities, our instructor focuses on discussing the lesson",what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f144_q4,"the exams are really hard, and if u fail a certain exam, see u next yr again. instead of learning, what we learn is the trauma on what topics will be ...","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f145_q1,needs more hands on practice on lesson (e.g: coding in the lab while learning the lesson),what changes would you recommend to improve this course?,disappointment,4,disappointment,acceptance,disappointment
f145_q2,"nothing, since the instructor did not teach us anything from the start.",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f145_q3,does not meet regularly.,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f145_q4,he do not take considerations,"any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f146_q1,"the exam/quizzes, it is more on memorization and not leaning on learning.",what changes would you recommend to improve this course?,disappointment,4,disappointment,acceptance,disappointment
f146_q2,"honestly, there is nothing really noteworthy. most of the time i feel nervous whenever we start the class thinking that i will not survive :(",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f146_q3,sometimes instructions are unclear,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f146_q4,"i had him as a prof for my 2nd year, i hope he is better now. kind of disappointed with the outcome cause, first oop is like the still most mentioned t...","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f147_q1,i hope it will be replaced with someone who takes the subject seriously.,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f147_q2,"honestly, nothing. since she was not able to teach us anything throughout the course.",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f147_q3,lessons felt repetitive without variation in activities,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f147_q4,"this course was the beginning for our web development and we were tasked to do some difficult implementations, but obviously we are new to this and we...","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f148_q1,"maybe the changes to improve this course is the consideration, sometimes he was unfair to unexpected events that can affect the students grade, attend...",what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f148_q2,nothing,what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f148_q3,"him giving us his whole pandemic zoom video call for our ""lessons"" and try to elaborate further but we still do not get it, (he is not trying) there is t...",what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f148_q4,"sir made 2 mistakes already with checking both my quiz and exams, (he wronged my right answers, did not recorrect it with him cause he is scary t^t) he ...","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f149_q1,"no more long introductions for time efficiency, should have a clear instructions for each matter so that the students will learn and absorb the inform...",what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f149_q2,"none, there was no teaching, not even a single knowledge given",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f149_q3,sometimes the low voice when he was teaching at lr4 and the people sitting at the back cant hear him.,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f149_q4,i fully understand that because of some personal reasons our professor was not able to attend his class because he needs to be personally the one to p...,"any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f150_q1,to be less strict and be more student friendly,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f150_q2,too many ppts/docx,what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f150_q3,letting us explore on our own without guidance or headsup to our different path,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,satisfaction
f150_q4,"the explanations are ok, but a variety in tone and activities can definitely help students feel more engaged.","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f151_q1,maybe the time management,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,acceptance
f151_q2,"none, i think it is best if he focuses on teaching the hands on rather than lectures only.",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f151_q3,"the quizzes/exams, sometimes the questions are really specific (too detailed). making it necessary to memorize every part of the ppts. this takes away...",what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f151_q4,"please, when you are not coming to class, give a reason why, just like us when we are absent.","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f152_q1,on how she teaches,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,acceptance
f152_q2,i appreciate that sir show up to class sometimes,what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,acceptance
f152_q3,"his exams are so out of the expected, its like even if u study well its still not certain whether you will pass, he likes including graphs and tables or...",what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f152_q4,"she must attend our class, we did not learn anything from her.","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f153_q1,"to provide us with more knowledge before starting our project, rather than beginning with no understanding and working on it blindly.",what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f153_q2,"nothing, since they did not teach us anything.",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f153_q3,"ppt oriented, too much ppt knowledge less on the actual knowledge on how we apply it in real life scenario",what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f153_q4,"this instructor not only threw several subjects but failed miserably in teaching anything in the class, relied on students to teach themselves, cannot ...","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f154_q1,take time teaching before giving projects (website project),what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f154_q2,"i like how ma'am enjoys how her teaching goes, but why me inc ma'am huhu. i did my best huhu",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f154_q3,he’s running out of time.,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f154_q4,"1.while project-based learning is valuable, i feel that key concepts and foundational knowledge are not being adequately covered in class. more compre...","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f155_q1,the course itself is fun but the time of our instructor to teach us that is what needs to improve,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f155_q2,not always meeting the class,what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f155_q3,low tone of voice,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f155_q4,"she was my prof for 3 subjects i think? or 4? im not sure. pandemic days were a hassle, but with face to face class i can see that she is kind of okay ...","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f156_q1,lacking of actual lessons and no unnecessary projects that do not relate to the subject,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f156_q2,"throughout the semester, the professor communicated clearly and consistently with the class, ensuring that we always understood the expectations and c...",what did you like best about your instructor is teaching?,joy,0,joy,disappointment,satisfaction
f156_q3,the instructor does not manage class time effectively,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f156_q4,"the chance for learning advanced database through this course was wasted. we had a great time learning database concepts [professor], and expectations...","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f157_q1,change the instructor.,what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f157_q2,not always meeting the class and give time,what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f157_q3,the ppt is not easy to understand,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f157_q4,"for me,we need more time in learningbecause i feel like we are significanlty behind in our learning po.most of the topics now or in the upcoming semes...","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f158_q1,"probably, actually teaching.",what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f158_q2,i do not like the teaching method,what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f158_q3,he takes too time to decide what example to show us. also he did not make too much time for us because his wife is pregnant which is acceptable but he...,what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f158_q4,whenever he cancels the class 20 minutes before the scheduled time and it is very inconvenient and disappointing to be honest as not all of us reside ...,"any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f159_q1,"she was our core/starter subject in first year, introduction to computing was her subject and computer programming 1 too i think and like for me it wa...",what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f159_q2,"he is still great with explaining the lessons, not being dependent on ppts, and will actually make you and help you understand the topic he’s explaini...",what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f159_q3,lack of lessons on hands on activity (javascript),what did you like least about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
f159_q4,"please maturo nang maayos, lagi pumasok sa class kasi hindi lahat ayaw matuto. nagigingng kawawa kame sa ibang sub kasi wala kame maisagot. hindi wor...","any further, constructive comment:",disappointment,4,disappointment,disappointment,disappointment
f160_q1,"since the course is called advance database, it should teach the students proper advance database topics and concepts that can expand the student is kn...",what changes would you recommend to improve this course?,disappointment,4,disappointment,disappointment,disappointment
f160_q2,i do not have any cause she does not know how to teach even her she does not know the topic at all.,what did you like best about your instructor is teaching?,disappointment,4,disappointment,disappointment,disappointment
