feedback_id,annotator_1,annotator_2,annotator_3
f167_q3,acceptance,disappointment,disappointment
f167_q4,disappointment,disappointment,disappointment
f168_q1,disappointment,disappointment,disappointment
f168_q2,disappointment,disappointment,disappointment
f168_q3,disappointment,disappointment,disappointment
f168_q4,disappointment,disappointment,disappointment
f169_q1,disappointment,disappointment,disappointment
f169_q2,disappointment,disappointment,disappointment
f169_q3,disappointment,disappointment,disappointment
f169_q4,disappointment,disappointment,disappointment
f170_q1,disappointment,disappointment,disappointment
f170_q2,disappointment,disappointment,disappointment
f170_q3,disappointment,disappointment,disappointment
f170_q4,disappointment,disappointment,disappointment
f171_q1,disappointment,disappointment,disappointment
f171_q2,disappointment,disappointment,disappointment
f171_q3,disappointment,disappointment,disappointment
f171_q4,disappointment,disappointment,disappointment
f172_q1,disappointment,disappointment,acceptance
f172_q2,disappointment,disappointment,disappointment
f172_q3,disappointment,disappointment,disappointment
f172_q4,disappointment,disappointment,disappointment
f173_q1,disappointment,disappointment,disappointment
f173_q2,disappointment,disappointment,disappointment
f173_q4,disappointment,disappointment,disappointment
f174_q1,disappointment,disappointment,disappointment
f174_q2,disappointment,disappointment,disappointment
f174_q3,disappointment,disappointment,disappointment
f174_q4,disappointment,disappointment,disappointment
f175_q1,disappointment,disappointment,disappointment
f175_q2,disappointment,disappointment,disappointment
f175_q4,disappointment,disappointment,disappointment
f176_q1,disappointment,disappointment,disappointment
f176_q2,disappointment,disappointment,disappointment
f176_q4,disappointment,disappointment,disappointment
f177_q1,disappointment,disappointment,disappointment
f177_q2,disappointment,disappointment,disappointment
f177_q3,acceptance,disappointment,acceptance
f177_q4,disappointment,disappointment,disappointment
f178_q1,disappointment,disappointment,disappointment
f178_q2,disappointment,disappointment,disappointment
f178_q3,acceptance,disappointment,acceptance
f178_q4,disappointment,disappointment,disappointment
f179_q1,disappointment,disappointment,acceptance
f179_q2,disappointment,disappointment,disappointment
f179_q3,acceptance,disappointment,acceptance
f179_q4,disappointment,disappointment,disappointment
f180_q1,disappointment,disappointment,acceptance
f180_q2,disappointment,disappointment,disappointment
f180_q4,disappointment,disappointment,disappointment
f181_q1,disappointment,disappointment,disappointment
f181_q2,disappointment,disappointment,disappointment
f181_q4,disappointment,disappointment,disappointment
f182_q1,disappointment,disappointment,disappointment
f182_q2,disappointment,disappointment,disappointment
f182_q4,disappointment,disappointment,disappointment
f183_q1,disappointment,disappointment,disappointment
f183_q2,disappointment,disappointment,disappointment
f183_q4,disappointment,disappointment,disappointment
f184_q1,disappointment,disappointment,disappointment
f184_q2,disappointment,disappointment,disappointment
f184_q3,disappointment,disappointment,disappointment
f184_q4,disappointment,disappointment,disappointment
f185_q1,disappointment,disappointment,disappointment
f185_q2,disappointment,disappointment,disappointment
f185_q3,disappointment,disappointment,disappointment
f185_q4,disappointment,disappointment,disappointment
f186_q1,disappointment,disappointment,disappointment
f186_q2,disappointment,disappointment,disappointment
f186_q4,disappointment,disappointment,disappointment
f187_q1,disappointment,disappointment,disappointment
f187_q2,disappointment,disappointment,disappointment
f187_q3,acceptance,disappointment,disappointment
f187_q4,disappointment,disappointment,disappointment
f188_q1,disappointment,disappointment,disappointment
f188_q2,disappointment,disappointment,disappointment
f188_q3,disappointment,disappointment,disappointment
f188_q4,disappointment,disappointment,disappointment
f189_q1,disappointment,disappointment,disappointment
f189_q2,disappointment,disappointment,disappointment
f189_q3,disappointment,disappointment,disappointment
f189_q4,disappointment,disappointment,disappointment
f190_q1,disappointment,disappointment,disappointment
f190_q2,disappointment,disappointment,disappointment
f190_q3,disappointment,disappointment,disappointment
f190_q4,disappointment,disappointment,disappointment
f191_q1,disappointment,disappointment,disappointment
f191_q2,disappointment,disappointment,disappointment
f191_q3,disappointment,disappointment,disappointment
f191_q4,disappointment,disappointment,disappointment
f192_q1,disappointment,disappointment,disappointment
f192_q2,disappointment,disappointment,disappointment
f192_q3,disappointment,disappointment,disappointment
f192_q4,disappointment,disappointment,disappointment
f193_q1,disappointment,disappointment,disappointment
f193_q2,disappointment,disappointment,disappointment
f193_q3,disappointment,disappointment,disappointment
f193_q4,disappointment,disappointment,disappointment
f194_q1,disappointment,disappointment,disappointment
f194_q2,disappointment,disappointment,disappointment
f194_q3,disappointment,disappointment,disappointment
f194_q4,disappointment,disappointment,disappointment
f195_q1,disappointment,disappointment,disappointment
f195_q2,disappointment,disappointment,disappointment
f195_q3,disappointment,disappointment,disappointment
f195_q4,disappointment,disappointment,disappointment
f196_q1,disappointment,disappointment,disappointment
f196_q2,disappointment,disappointment,disappointment
f196_q3,disappointment,disappointment,disappointment
f196_q4,disappointment,disappointment,disappointment
f197_q1,disappointment,disappointment,disappointment
f197_q2,disappointment,disappointment,disappointment
f197_q3,disappointment,disappointment,disappointment
f197_q4,disappointment,disappointment,disappointment
f198_q1,disappointment,disappointment,disappointment
f198_q2,disappointment,disappointment,disappointment
f198_q3,disappointment,disappointment,disappointment
f198_q4,disappointment,disappointment,disappointment
f199_q1,disappointment,disappointment,disappointment
f199_q2,disappointment,disappointment,disappointment
f199_q3,disappointment,disappointment,disappointment
f199_q4,disappointment,disappointment,disappointment
f200_q1,disappointment,disappointment,disappointment
f200_q2,disappointment,disappointment,disappointment
f200_q3,disappointment,disappointment,disappointment
f200_q4,disappointment,disappointment,disappointment
f201_q1,disappointment,disappointment,disappointment
f201_q2,disappointment,disappointment,disappointment
f201_q3,disappointment,disappointment,disappointment
f201_q4,disappointment,disappointment,disappointment
f202_q1,disappointment,disappointment,disappointment
f202_q2,disappointment,disappointment,disappointment
f202_q3,disappointment,disappointment,disappointment
f202_q4,disappointment,disappointment,disappointment
f203_q1,disappointment,disappointment,acceptance
f203_q2,disappointment,disappointment,disappointment
f203_q3,disappointment,disappointment,disappointment
f203_q4,disappointment,disappointment,disappointment
f204_q1,disappointment,disappointment,disappointment
f204_q2,disappointment,disappointment,disappointment
f204_q3,disappointment,disappointment,disappointment
f204_q4,disappointment,disappointment,disappointment
f205_q1,disappointment,disappointment,disappointment
f205_q2,disappointment,disappointment,disappointment
f205_q3,disappointment,disappointment,disappointment
f205_q4,disappointment,disappointment,disappointment
f206_q1,disappointment,disappointment,disappointment
f206_q2,disappointment,disappointment,disappointment
f206_q3,disappointment,disappointment,disappointment
f206_q4,disappointment,disappointment,disappointment
f207_q1,disappointment,disappointment,disappointment
f207_q2,disappointment,disappointment,disappointment
f207_q3,disappointment,disappointment,disappointment
f207_q4,disappointment,disappointment,disappointment
f208_q1,disappointment,disappointment,disappointment
f208_q2,disappointment,disappointment,disappointment
f208_q3,disappointment,disappointment,disappointment
f208_q4,disappointment,disappointment,disappointment
f209_q1,disappointment,disappointment,disappointment
f209_q2,disappointment,disappointment,disappointment
f209_q3,disappointment,disappointment,disappointment
f209_q4,disappointment,disappointment,disappointment
f210_q1,disappointment,disappointment,disappointment
f210_q2,disappointment,disappointment,disappointment
f210_q3,disappointment,disappointment,disappointment
f210_q4,disappointment,disappointment,disappointment
f211_q1,disappointment,disappointment,disappointment
f211_q2,disappointment,disappointment,disappointment
f211_q3,disappointment,disappointment,disappointment
f211_q4,disappointment,disappointment,disappointment
f212_q1,disappointment,disappointment,disappointment
f212_q2,disappointment,disappointment,disappointment
f212_q3,disappointment,disappointment,disappointment
f212_q4,disappointment,disappointment,disappointment
f213_q1,disappointment,disappointment,disappointment
f213_q2,disappointment,disappointment,disappointment
f213_q3,disappointment,disappointment,disappointment
f213_q4,disappointment,disappointment,disappointment
f214_q1,disappointment,disappointment,disappointment
f214_q2,disappointment,disappointment,disappointment
f214_q3,disappointment,disappointment,disappointment
f214_q4,disappointment,disappointment,disappointment
f215_q1,disappointment,disappointment,disappointment
f215_q2,disappointment,disappointment,disappointment
f215_q3,disappointment,disappointment,disappointment
f215_q4,disappointment,disappointment,disappointment
f216_q1,disappointment,disappointment,disappointment
f216_q2,disappointment,disappointment,disappointment
f216_q3,disappointment,disappointment,disappointment
f216_q4,disappointment,disappointment,disappointment
f217_q1,disappointment,disappointment,disappointment
f217_q2,disappointment,disappointment,disappointment
f217_q3,disappointment,disappointment,disappointment
f217_q4,disappointment,disappointment,disappointment
f218_q1,disappointment,disappointment,disappointment
f218_q2,disappointment,disappointment,disappointment
f218_q3,disappointment,disappointment,disappointment
f218_q4,disappointment,disappointment,disappointment
f219_q1,disappointment,disappointment,disappointment
f219_q2,disappointment,disappointment,disappointment
f219_q3,disappointment,disappointment,disappointment
f219_q4,disappointment,disappointment,acceptance
f220_q1,disappointment,disappointment,disappointment
f220_q2,disappointment,disappointment,disappointment
f220_q3,disappointment,disappointment,disappointment
f220_q4,disappointment,disappointment,disappointment
f221_q1,disappointment,disappointment,disappointment
f221_q2,disappointment,disappointment,disappointment
f221_q3,disappointment,disappointment,disappointment
f221_q4,disappointment,disappointment,disappointment
f222_q1,disappointment,disappointment,disappointment
f222_q2,disappointment,disappointment,disappointment
f222_q3,disappointment,disappointment,disappointment
f222_q4,disappointment,disappointment,disappointment
f223_q1,disappointment,disappointment,disappointment
f223_q2,disappointment,disappointment,disappointment
f223_q3,disappointment,disappointment,disappointment
f223_q4,disappointment,disappointment,disappointment
f224_q1,disappointment,disappointment,disappointment
f224_q2,disappointment,disappointment,disappointment
f224_q3,disappointment,disappointment,disappointment
f224_q4,disappointment,disappointment,disappointment
f225_q1,disappointment,disappointment,disappointment
f225_q2,disappointment,disappointment,disappointment
f225_q3,disappointment,disappointment,disappointment
f225_q4,disappointment,disappointment,disappointment
f226_q1,disappointment,disappointment,disappointment
f226_q2,disappointment,disappointment,disappointment
f226_q3,disappointment,disappointment,disappointment
f226_q4,disappointment,disappointment,disappointment
f227_q1,disappointment,disappointment,disappointment
f227_q2,disappointment,disappointment,disappointment
f227_q3,disappointment,disappointment,disappointment
f227_q4,disappointment,disappointment,disappointment
f228_q1,disappointment,disappointment,disappointment
f228_q2,disappointment,disappointment,disappointment
f228_q3,disappointment,disappointment,disappointment
f228_q4,disappointment,disappointment,disappointment
f229_q1,disappointment,disappointment,disappointment
f229_q2,disappointment,disappointment,disappointment
f229_q3,disappointment,disappointment,disappointment
f229_q4,disappointment,disappointment,disappointment
f230_q1,disappointment,disappointment,disappointment
f230_q2,disappointment,disappointment,disappointment
f230_q3,disappointment,disappointment,disappointment
f230_q4,disappointment,disappointment,disappointment
f231_q1,disappointment,disappointment,disappointment
f231_q2,disappointment,disappointment,disappointment
f231_q3,disappointment,disappointment,disappointment
f231_q4,disappointment,disappointment,disappointment
f232_q1,disappointment,disappointment,disappointment
f232_q2,disappointment,disappointment,disappointment
f232_q3,disappointment,disappointment,disappointment
f232_q4,disappointment,disappointment,disappointment
f233_q1,disappointment,disappointment,disappointment
f233_q2,disappointment,disappointment,disappointment
f233_q3,disappointment,disappointment,disappointment
f233_q4,disappointment,disappointment,disappointment
f234_q1,disappointment,disappointment,disappointment
f234_q2,disappointment,disappointment,disappointment
f234_q3,disappointment,disappointment,disappointment
f234_q4,disappointment,disappointment,disappointment
f235_q1,disappointment,disappointment,disappointment
f235_q2,disappointment,disappointment,disappointment
f235_q3,disappointment,disappointment,disappointment
f235_q4,disappointment,disappointment,disappointment
f236_q1,disappointment,disappointment,disappointment
f236_q2,disappointment,disappointment,disappointment
f236_q3,disappointment,disappointment,disappointment
f236_q4,disappointment,disappointment,disappointment
f237_q1,disappointment,disappointment,disappointment
f237_q2,disappointment,disappointment,disappointment
f237_q3,disappointment,disappointment,disappointment
f237_q4,disappointment,disappointment,disappointment
f238_q1,disappointment,disappointment,disappointment
f238_q2,disappointment,disappointment,disappointment
f238_q3,disappointment,disappointment,disappointment
f238_q4,disappointment,disappointment,disappointment
f239_q1,disappointment,disappointment,disappointment
f239_q2,disappointment,disappointment,disappointment
f239_q3,disappointment,disappointment,disappointment
f239_q4,disappointment,disappointment,disappointment
f240_q1,disappointment,disappointment,disappointment
f240_q2,disappointment,disappointment,disappointment
f240_q3,disappointment,disappointment,disappointment
f240_q4,disappointment,disappointment,disappointment
f241_q1,disappointment,disappointment,disappointment
f241_q2,disappointment,disappointment,disappointment
f241_q3,disappointment,disappointment,disappointment
f241_q4,disappointment,disappointment,disappointment
f242_q1,disappointment,disappointment,disappointment
f242_q2,disappointment,disappointment,disappointment
f242_q3,disappointment,disappointment,disappointment
f242_q4,disappointment,disappointment,disappointment
f243_q1,disappointment,disappointment,disappointment
f243_q2,disappointment,disappointment,disappointment
f243_q3,disappointment,disappointment,disappointment
f243_q4,disappointment,disappointment,disappointment
f244_q1,disappointment,disappointment,disappointment
f244_q2,disappointment,disappointment,disappointment
f244_q3,disappointment,disappointment,disappointment
f244_q4,disappointment,disappointment,disappointment
f245_q1,disappointment,disappointment,disappointment
f245_q2,disappointment,disappointment,disappointment
f245_q3,disappointment,disappointment,disappointment
f245_q4,disappointment,disappointment,disappointment
f246_q1,disappointment,disappointment,disappointment
f246_q2,disappointment,disappointment,disappointment
f246_q3,disappointment,disappointment,disappointment
f246_q4,disappointment,disappointment,disappointment
f247_q1,disappointment,disappointment,disappointment
f247_q2,disappointment,disappointment,disappointment
f247_q3,disappointment,disappointment,disappointment
f247_q4,disappointment,disappointment,disappointment
f248_q1,disappointment,disappointment,disappointment
f248_q2,disappointment,disappointment,disappointment
f248_q3,disappointment,disappointment,disappointment
f248_q4,disappointment,disappointment,disappointment
f249_q1,disappointment,disappointment,disappointment
f249_q2,disappointment,disappointment,disappointment
f249_q3,disappointment,disappointment,disappointment
f249_q4,disappointment,disappointment,disappointment
f250_q1,disappointment,disappointment,disappointment
f250_q2,disappointment,disappointment,disappointment
f250_q3,disappointment,disappointment,disappointment
f250_q4,disappointment,disappointment,disappointment
f251_q1,disappointment,disappointment,disappointment
f251_q2,disappointment,disappointment,disappointment
f251_q3,disappointment,disappointment,disappointment
f251_q4,disappointment,disappointment,disappointment
f252_q1,disappointment,disappointment,disappointment
f252_q2,disappointment,disappointment,disappointment
f252_q3,disappointment,disappointment,disappointment
f252_q4,disappointment,disappointment,disappointment
f253_q1,disappointment,disappointment,disappointment
f253_q2,disappointment,disappointment,disappointment
f253_q3,disappointment,disappointment,disappointment
f253_q4,disappointment,disappointment,disappointment
f254_q1,disappointment,disappointment,disappointment
f254_q2,disappointment,disappointment,disappointment
f254_q3,disappointment,disappointment,disappointment
f254_q4,disappointment,disappointment,disappointment
f255_q1,disappointment,disappointment,disappointment
f255_q2,disappointment,disappointment,disappointment
f255_q3,disappointment,disappointment,disappointment
f255_q4,disappointment,disappointment,disappointment
f256_q1,disappointment,disappointment,disappointment
f256_q2,disappointment,disappointment,disappointment
f256_q3,disappointment,disappointment,disappointment
f256_q4,disappointment,disappointment,disappointment
f257_q1,disappointment,disappointment,disappointment
f257_q2,disappointment,disappointment,disappointment
f257_q3,disappointment,disappointment,disappointment
f257_q4,disappointment,disappointment,disappointment
f258_q1,disappointment,disappointment,disappointment
f258_q2,disappointment,disappointment,disappointment
f258_q3,disappointment,disappointment,disappointment
f258_q4,disappointment,disappointment,disappointment
f259_q1,disappointment,disappointment,disappointment
f259_q2,disappointment,disappointment,disappointment
f259_q3,disappointment,disappointment,disappointment
f259_q4,disappointment,disappointment,disappointment
f260_q1,disappointment,disappointment,disappointment
f260_q2,disappointment,disappointment,disappointment
f260_q3,disappointment,disappointment,disappointment
f260_q4,disappointment,disappointment,disappointment
f261_q1,disappointment,disappointment,disappointment
f261_q2,disappointment,disappointment,disappointment
f261_q3,disappointment,disappointment,disappointment
f261_q4,disappointment,disappointment,disappointment
f262_q1,disappointment,disappointment,disappointment
f262_q2,disappointment,disappointment,disappointment
f262_q3,disappointment,disappointment,disappointment
f262_q4,disappointment,disappointment,disappointment
f263_q1,disappointment,disappointment,disappointment
f263_q2,disappointment,disappointment,disappointment
f263_q3,disappointment,disappointment,disappointment
f263_q4,disappointment,disappointment,disappointment
f264_q1,disappointment,disappointment,disappointment
f264_q2,disappointment,disappointment,disappointment
f264_q3,disappointment,disappointment,disappointment
f264_q4,disappointment,disappointment,disappointment
f265_q1,disappointment,disappointment,disappointment
f265_q2,disappointment,disappointment,disappointment
f265_q3,disappointment,disappointment,disappointment
f265_q4,disappointment,disappointment,disappointment
f266_q1,disappointment,disappointment,disappointment
f266_q2,disappointment,disappointment,disappointment
f266_q3,disappointment,disappointment,disappointment
f266_q4,disappointment,disappointment,disappointment
f267_q1,disappointment,disappointment,disappointment
f267_q2,disappointment,disappointment,disappointment
f267_q3,disappointment,disappointment,disappointment
f267_q4,disappointment,disappointment,disappointment
f268_q1,disappointment,disappointment,disappointment
f268_q2,disappointment,disappointment,disappointment
f268_q3,disappointment,disappointment,disappointment
f268_q4,disappointment,disappointment,disappointment
f269_q1,disappointment,disappointment,disappointment
f269_q2,disappointment,disappointment,disappointment
f269_q3,disappointment,disappointment,disappointment
f269_q4,disappointment,disappointment,disappointment
f270_q1,disappointment,disappointment,disappointment
f270_q2,disappointment,disappointment,disappointment
f270_q3,disappointment,disappointment,disappointment
f270_q4,disappointment,disappointment,disappointment
f271_q1,disappointment,disappointment,disappointment
f271_q2,disappointment,disappointment,disappointment
f271_q3,disappointment,disappointment,disappointment
f271_q4,disappointment,disappointment,disappointment
f272_q1,disappointment,disappointment,disappointment
f272_q2,disappointment,disappointment,disappointment
f272_q3,disappointment,disappointment,disappointment
f272_q4,disappointment,disappointment,disappointment
f273_q1,disappointment,disappointment,disappointment
f273_q2,disappointment,disappointment,disappointment
f273_q3,disappointment,disappointment,disappointment
f273_q4,disappointment,disappointment,disappointment
f274_q1,disappointment,disappointment,disappointment
f274_q2,disappointment,disappointment,disappointment
f274_q3,disappointment,disappointment,disappointment
f274_q4,disappointment,disappointment,disappointment
f275_q1,disappointment,disappointment,disappointment
f275_q2,disappointment,disappointment,disappointment
f275_q3,disappointment,disappointment,disappointment
f275_q4,disappointment,disappointment,disappointment
f276_q1,disappointment,disappointment,disappointment
f276_q2,disappointment,disappointment,disappointment
f276_q3,disappointment,disappointment,disappointment
f276_q4,disappointment,disappointment,disappointment
f277_q1,disappointment,disappointment,disappointment
f277_q2,disappointment,disappointment,disappointment
f277_q3,disappointment,disappointment,disappointment
f277_q4,disappointment,disappointment,disappointment
f278_q1,disappointment,disappointment,disappointment
f278_q2,disappointment,disappointment,disappointment
f278_q3,disappointment,disappointment,disappointment
f278_q4,disappointment,disappointment,disappointment
f279_q1,disappointment,disappointment,disappointment
f279_q2,disappointment,disappointment,disappointment
f279_q3,disappointment,disappointment,disappointment
f279_q4,disappointment,disappointment,disappointment
f280_q1,disappointment,disappointment,disappointment
f280_q2,disappointment,disappointment,disappointment
f280_q3,disappointment,disappointment,disappointment
f280_q4,disappointment,disappointment,disappointment
f281_q1,disappointment,disappointment,disappointment
f281_q2,disappointment,disappointment,disappointment
f281_q3,disappointment,disappointment,disappointment
f281_q4,disappointment,disappointment,disappointment
f282_q1,disappointment,disappointment,disappointment
f282_q2,disappointment,disappointment,disappointment
f282_q3,disappointment,disappointment,disappointment
f282_q4,disappointment,disappointment,disappointment
f283_q1,disappointment,disappointment,disappointment
f283_q2,disappointment,disappointment,disappointment
f283_q3,disappointment,disappointment,disappointment
f283_q4,disappointment,disappointment,disappointment
f284_q1,disappointment,disappointment,disappointment
f284_q2,disappointment,disappointment,disappointment
f284_q3,disappointment,disappointment,disappointment
f284_q4,disappointment,disappointment,disappointment
f285_q1,disappointment,disappointment,disappointment
f285_q2,disappointment,disappointment,disappointment
f285_q3,disappointment,disappointment,disappointment
f285_q4,disappointment,disappointment,disappointment
f286_q1,disappointment,disappointment,disappointment
f286_q2,disappointment,disappointment,disappointment
f286_q3,disappointment,disappointment,disappointment
f286_q4,disappointment,disappointment,disappointment
f287_q1,satisfaction,satisfaction,satisfaction
f287_q2,satisfaction,satisfaction,satisfaction
f287_q3,satisfaction,disappointment,satisfaction
f287_q4,satisfaction,satisfaction,satisfaction
f288_q1,satisfaction,satisfaction,acceptance
f288_q2,satisfaction,satisfaction,satisfaction
f288_q3,satisfaction,irrelevant,satisfaction
f288_q4,satisfaction,satisfaction,satisfaction
f289_q1,satisfaction,satisfaction,satisfaction
f289_q2,satisfaction,satisfaction,satisfaction
f289_q3,satisfaction,irrelevant,satisfaction
f289_q4,satisfaction,satisfaction,satisfaction
f290_q1,satisfaction,satisfaction,satisfaction
f290_q2,satisfaction,satisfaction,satisfaction
f290_q3,satisfaction,irrelevant,satisfaction
f290_q4,acceptance,satisfaction,satisfaction
f291_q1,satisfaction,satisfaction,satisfaction
f291_q2,satisfaction,satisfaction,satisfaction
f291_q3,satisfaction,irrelevant,satisfaction
f291_q4,satisfaction,satisfaction,satisfaction
f292_q1,satisfaction,satisfaction,satisfaction
f292_q2,satisfaction,satisfaction,satisfaction
f292_q3,satisfaction,satisfaction,satisfaction
f292_q4,satisfaction,satisfaction,satisfaction
f293_q1,satisfaction,satisfaction,satisfaction
f293_q2,satisfaction,satisfaction,satisfaction
f293_q3,satisfaction,satisfaction,satisfaction
f293_q4,satisfaction,satisfaction,satisfaction
f294_q1,satisfaction,satisfaction,satisfaction
f294_q2,satisfaction,satisfaction,satisfaction
f294_q3,satisfaction,satisfaction,satisfaction
f294_q4,satisfaction,satisfaction,satisfaction
f295_q1,satisfaction,satisfaction,satisfaction
f295_q2,satisfaction,satisfaction,satisfaction
f295_q3,satisfaction,satisfaction,satisfaction
f295_q4,satisfaction,satisfaction,satisfaction
f296_q1,satisfaction,satisfaction,satisfaction
f296_q2,satisfaction,satisfaction,satisfaction
f296_q3,satisfaction,satisfaction,satisfaction
f296_q4,satisfaction,satisfaction,satisfaction
f297_q1,satisfaction,satisfaction,satisfaction
f297_q2,satisfaction,satisfaction,satisfaction
f297_q3,satisfaction,satisfaction,satisfaction
f297_q4,satisfaction,satisfaction,satisfaction
f298_q1,satisfaction,satisfaction,satisfaction
f298_q2,satisfaction,satisfaction,satisfaction
f298_q3,satisfaction,satisfaction,satisfaction
f298_q4,satisfaction,satisfaction,satisfaction
f299_q1,satisfaction,satisfaction,satisfaction
f299_q2,satisfaction,satisfaction,satisfaction
f299_q3,satisfaction,satisfaction,satisfaction
f299_q4,satisfaction,satisfaction,satisfaction
f300_q1,satisfaction,satisfaction,satisfaction
f300_q2,satisfaction,satisfaction,satisfaction
f300_q3,satisfaction,satisfaction,acceptance
f300_q4,satisfaction,satisfaction,satisfaction
f301_q1,satisfaction,satisfaction,satisfaction
f301_q2,satisfaction,satisfaction,satisfaction
f301_q3,satisfaction,satisfaction,satisfaction
f301_q4,satisfaction,satisfaction,satisfaction
f302_q1,satisfaction,satisfaction,satisfaction
f302_q2,satisfaction,satisfaction,satisfaction
f302_q3,satisfaction,satisfaction,satisfaction
f302_q4,satisfaction,satisfaction,satisfaction
f303_q1,satisfaction,satisfaction,satisfaction
f303_q2,satisfaction,satisfaction,satisfaction
f303_q3,satisfaction,satisfaction,satisfaction
f303_q4,satisfaction,satisfaction,satisfaction
f304_q1,satisfaction,satisfaction,satisfaction
f304_q2,satisfaction,satisfaction,satisfaction
f304_q3,satisfaction,satisfaction,satisfaction
f304_q4,satisfaction,satisfaction,satisfaction
f305_q1,satisfaction,satisfaction,satisfaction
f305_q2,satisfaction,satisfaction,satisfaction
f305_q3,satisfaction,satisfaction,satisfaction
f305_q4,satisfaction,satisfaction,satisfaction
f306_q1,satisfaction,satisfaction,satisfaction
f306_q2,satisfaction,satisfaction,satisfaction
f306_q3,satisfaction,satisfaction,satisfaction
f306_q4,satisfaction,satisfaction,satisfaction
f307_q1,satisfaction,satisfaction,satisfaction
f307_q2,acceptance,satisfaction,satisfaction
f307_q3,satisfaction,satisfaction,satisfaction
f307_q4,satisfaction,satisfaction,satisfaction
f308_q1,satisfaction,satisfaction,satisfaction
f308_q2,satisfaction,satisfaction,satisfaction
f308_q3,satisfaction,satisfaction,satisfaction
f308_q4,satisfaction,satisfaction,satisfaction
f309_q1,satisfaction,satisfaction,satisfaction
f309_q2,satisfaction,satisfaction,satisfaction
f309_q3,satisfaction,satisfaction,satisfaction
f309_q4,satisfaction,satisfaction,satisfaction
f310_q1,satisfaction,satisfaction,satisfaction
f310_q2,satisfaction,satisfaction,satisfaction
f310_q3,satisfaction,satisfaction,satisfaction
f310_q4,satisfaction,satisfaction,satisfaction
f311_q1,satisfaction,satisfaction,satisfaction
f311_q2,satisfaction,satisfaction,satisfaction
f311_q3,satisfaction,satisfaction,satisfaction
f311_q4,satisfaction,satisfaction,satisfaction
f312_q1,satisfaction,satisfaction,satisfaction
f312_q2,satisfaction,satisfaction,satisfaction
f312_q3,satisfaction,satisfaction,satisfaction
f312_q4,satisfaction,satisfaction,satisfaction
f313_q1,satisfaction,satisfaction,satisfaction
f313_q2,satisfaction,satisfaction,satisfaction
f313_q3,satisfaction,satisfaction,satisfaction
f313_q4,satisfaction,satisfaction,satisfaction
f314_q1,satisfaction,satisfaction,satisfaction
f314_q2,satisfaction,satisfaction,satisfaction
f314_q3,satisfaction,satisfaction,satisfaction
f314_q4,satisfaction,satisfaction,satisfaction
f315_q1,satisfaction,satisfaction,satisfaction
f315_q2,satisfaction,satisfaction,satisfaction
f315_q3,satisfaction,satisfaction,satisfaction
f315_q4,satisfaction,satisfaction,satisfaction
f316_q1,satisfaction,satisfaction,satisfaction
f316_q2,satisfaction,satisfaction,satisfaction
f316_q3,satisfaction,satisfaction,satisfaction
f316_q4,satisfaction,satisfaction,satisfaction
f317_q1,satisfaction,satisfaction,satisfaction
f317_q2,satisfaction,satisfaction,satisfaction
f317_q3,satisfaction,satisfaction,satisfaction
f317_q4,satisfaction,satisfaction,satisfaction
f318_q1,satisfaction,satisfaction,satisfaction
f318_q2,satisfaction,satisfaction,satisfaction
f318_q3,satisfaction,satisfaction,satisfaction
f318_q4,satisfaction,satisfaction,satisfaction
f319_q1,satisfaction,satisfaction,satisfaction
f319_q2,satisfaction,satisfaction,satisfaction
f319_q3,satisfaction,satisfaction,satisfaction
f319_q4,satisfaction,satisfaction,satisfaction
f320_q1,satisfaction,satisfaction,satisfaction
f320_q2,satisfaction,satisfaction,satisfaction
f320_q3,satisfaction,satisfaction,satisfaction
f320_q4,satisfaction,satisfaction,satisfaction
f321_q1,satisfaction,satisfaction,satisfaction
f321_q2,satisfaction,satisfaction,satisfaction
f321_q3,satisfaction,satisfaction,satisfaction
f321_q4,satisfaction,satisfaction,satisfaction
f322_q1,satisfaction,satisfaction,satisfaction
f322_q2,satisfaction,satisfaction,satisfaction
f322_q3,satisfaction,satisfaction,satisfaction
f322_q4,satisfaction,satisfaction,satisfaction
f323_q1,satisfaction,satisfaction,satisfaction
f323_q2,satisfaction,satisfaction,satisfaction
f323_q3,satisfaction,satisfaction,satisfaction
f323_q4,satisfaction,satisfaction,satisfaction
f324_q1,satisfaction,satisfaction,satisfaction
f324_q2,satisfaction,satisfaction,satisfaction
f324_q3,satisfaction,satisfaction,satisfaction
f324_q4,satisfaction,satisfaction,satisfaction
f325_q1,satisfaction,satisfaction,satisfaction
f325_q2,satisfaction,satisfaction,satisfaction
f325_q3,satisfaction,satisfaction,satisfaction
f325_q4,satisfaction,satisfaction,satisfaction
f326_q1,satisfaction,satisfaction,satisfaction
f326_q2,satisfaction,satisfaction,satisfaction
f326_q3,satisfaction,satisfaction,satisfaction
f326_q4,satisfaction,satisfaction,satisfaction
f327_q1,satisfaction,satisfaction,satisfaction
f327_q2,satisfaction,satisfaction,satisfaction
f327_q3,satisfaction,satisfaction,satisfaction
f327_q4,satisfaction,satisfaction,satisfaction
f328_q1,satisfaction,satisfaction,satisfaction
f328_q2,satisfaction,satisfaction,satisfaction
f328_q3,satisfaction,satisfaction,satisfaction
f328_q4,satisfaction,satisfaction,satisfaction
f329_q1,satisfaction,satisfaction,satisfaction
f329_q2,satisfaction,satisfaction,satisfaction
f329_q3,satisfaction,satisfaction,satisfaction
